구분,유저,챗봇,
감정/외로움,내가 너무 앞서가니까 외로워.,,
감정/외로움,그렇지만…저도 여자고…외로우면 기댈 곳이 필요하다구요.,,
감정/외로움,약 먹고 증상이 나아져서 퇴원했는데..이상하게 서글프더라?,,
감정/외로움,저 죽어봤자 어차피 아무도 모를 걸요.,,
감정/외로움,메시지나 이메일은 주고 받는데 그래도 항상 아쉬워. 외롭고.,,
감정/외로움,제가 얼마나 외로운지 그 사람은 모르는 거 같아요.,,
감정/외로움,나 혼자 어디 무인도에 갇혀 있는 게 덜 외롭겠어.,,
감정/외로움,마음이 추워.,,
감정/외로움,형이랑 엄마랑 지내다가 혼자 있으니까 조금 외롭긴 하더라고요.,,
감정/외로움,혼자 있어도 외롭고 같이 있어도 외로워.,,
감정/외로움,그냥 세상 혼자인 기분이야.,,
감정/외로움,진짜 내편은 세상 어디에도 없는것 같아.,,
감정/외로움,아무도 내 뒤치다꺼리 해주는 사람은 없어요. 세상 외롭네요. 정말.,,
감정/외로움,아무도 내 곁에 있어주지 않아..,,
감정/외로움,외로워서 그런 것 같기도 하고.,,
감정/외로움,9년 동안 하루도 외롭지 않았던 적이 없었어.,,
감정/외로움,조숙하다는 말은 들었지만 외로움도 많이 느꼈던 것 같아요.,,
감정/외로움,그 때 좀 외로움을 많이 타서 더 그랬던 것 같아요.,,
감정/외로움,가끔씩은 외로움이 몰려와.,,
감정/우울감,특별히 아무 일도 없는데 그냥 우울해요. ,이해해요. 아무 이유 없이 우울할 때가 있죠.,
감정/우울감,그냥 하루종일 제 감정이 우울한 거 하나인 거 같아요.,오전에 하는 산책이 우울감을 없애주는 데 도움이 된대요.,
감정/우울감,엄마랑 크게 싸운 다음부터 기분이 완전히 바닥을 쳤어요.,우울함은 저절로 없어지기도 하지만 그렇지 않을 때도 있어요. 그럴 때는 전문가에게 도움을 요청하는 것도 좋은 방법이에요.,
감정/우울감,좀 지나보니까 제가 그때 우울했던 거 같아요. ,작은 성취감을 느끼는 게 우울함을 없애줄지도 몰라요. 오늘은 창틀을 청소해보는 게 어떨까요?,
감정/우울감,평소에 우울하죠. ,우울할 때는 칭찬타임! 오늘의 잘한 일을 말해봐요.,
감정/우울감,하루종일 물속에 깊이 가라앉아있는 것 같아요. ,,
감정/우울감,아무것도 안 느껴지고… 마치 내가 없는 거 같아.,,
감정/우울감,기분이 침울하게 처져요.,,
감정/우울감,그 뒤부터 바쁠 땐 괜찮은데 한가해지고 생각할 수 있는 시간이 생기면 우울해져요.,,
감정/우울감,그 뒤부터 우울해진 거예요.,,
감정/우울감,"우울할 때도 있었는데, 원래 인생이 그런 가보다 생각했어요.",,
감정/우울감,다들 우울하다는 말 달고 다니고… 그래서 원래 다 우울해 하는 모양이다 싶은 거예요.,,
감정/우울감,그 외 시간에는 늘 우울한 기분이 깔려 있어.,,
감정/우울감,2년전부터 많이 우울했어요.,,
감정/우울감,바쁠 땐 아무 생각이 없는데 한가해질 때면 우울함이 밀려와요.,,
감정/우울감,대학 졸업하고 우울한 기분이 들 때도 있었지만 '인생이 다 그렇지 뭐'라고 대수롭지 않게 여겼어.,,
감정/우울감,우울함은 돈으로 해결되는 부분이 아니니까요.,,
감정/우울감,"아이도 빨리 갖고 싶은데, 내 뜻대로 안 되고 너무 우울해.",,
감정/우울감,"저는 2년 전부터 힘들었는데, 아버지는 2달 전부터 우울했다고 하더라고요.",,
감정/우울감,바쁘게 지낼 땐 생각 안하다가 시간이 나면 생각나면서 우울해져요.,,
감정/우울감,너무 우울해서 주저앉아서 그냥 울고 싶어졌어요.,,
감정/우울감,근데 가끔씩 우울한 게 확 밀려와요. 주기적으로 한 달에 한 번쯤.,,
감정/우울감,나랑 별로 친한 애도 아니었는데 그 날 하루종일 우울하더라.,,
감정/우울감,요즘 좀 부쩍 우울하긴 했어요.,,
감정/우울감,근데 그 후로 비 오는 날만 되면 부쩍 우울해져요.,,
감정/우울감,최근에 내가 웃은 적이 별로 없구나…,,
감정/우울감,좋을 때는 좋은데 우울할 때는 한도 끝도 없이 가라앉아요.,,
감정/우울감,나 우울해.,,
감정/우울감,기분이 좋을 때가 별로 없어.,,
감정/우울감,2년 동안 행복한 기분을 느껴본 적이 없어.,,
감정/우울감,2월달부터 지독하게 우울했어요.,,
감정/우울감,"우울증은 마음의 감기 같은 거라고 들어서, 저절로 사라질 줄 알았어요.",,
감정/우울감,누가 나를 이 수렁에서 건져줬으면 좋겠어.,,
감정/우울감,수렁에 빠진 기분이에요.,,
감정/우울감,몸부림 치면 칠수록 더더욱 깊이 가라앉는 거 같아요.,,
감정/우울감,이런 잡생각 없이 그냥 열심히 살고 싶은데.. 부쩍 마음이 울적하네요.,,
감정/우울감,그때부터 우울했던 것 같아요.,,
감정/우울감,그럴수록 더 우울해졌어요.,,
감정/우울감,그래도 여전히 우울한 마음이 들긴해요.,,
감정/우울감,2년 전부터 우울하지 않은 날이 없었어요.,,
감정/우울감,마음이 갈기갈기 찢어져서 도무지 나을 방법이 없어요.,,
감정/우울감,진흙 속을 걷는 기분이에요.,,
감정/우울감,고등학생 때는 좀 괜찮아졌는데 그 때부터 우울했어요.,,
감정/우울감,근데 뉴스에서 그 얘기를 계속 보니까 뭔가 나도 좀 우울한 것 같아.,,
감정/우울감,그 때 우울 지수가 되게 높다고는 했어요. 좀 우울하기도 했고…,,
감정/우울감,오늘 같은 날 기분이 좋아야 하는데 왜 이렇게 우울할까.,,
감정/우울감,그냥 막연히 우울하다고만 생각했지 그럴 줄은 몰랐거든.,,
감정/우울감,근데 또 나는 왜 이렇게 태어났지 싶어서 더 우울해지고…,,
감정/우울감,새벽이 유달리 조용하잖아. 그 때 혼자 깨있으면 진짜 더 우울해져.,,
감정/우울감,근데 의사가 만성적인 우울감이 있으면 이럴 수도 있다는 거야.,,
감정/우울감,나는 근데 내가 그렇게 우울하게 사는지 잘 몰랐거든.,,
감정/우울감,근데 요즘 들어 부쩍 우울해지는 거야.,,
감정/우울감,우울해서 가끔은 그냥 막 울어버리고 싶기도 해.,,
감정/우울감,그래서 한동안 꽤 우울해서 산후우울증인 줄 알았거든요.,,
감정/우울감,근데 우울한 상태가 오래 가서 뭔가 다른 문제가 있는 것 같더라구요.,,
감정/우울감,이게 제가 우울해서 그런 건지 아니면 다른 이유 때문인지 모르겠는데…,,
감정/우울감,그래서 가끔 우울하긴 했는데 그래도 금방 극복했어.,,
감정/우울감,이게 노력을 했는데도 잘 안 되니까… 요즘 부쩍 우울해져서…,,
감정/우울감,그때부터 우울해졌어.,,
감정/우울감,너무 우울해요.,,
감정/우울감,선생님이 우울증이라고 하더라고요.,,
감정/우울감,원래는 우울감을 느끼는 성격이 아닌데 요새는 계속 우울해요.,,
감정/우울감,그때부터 자식들 얼굴을 보기가 싫고 우울해지기 시작한 것 같아요.,,
감정/우울감,그래서 가끔 우울하긴 했는데 그래도 금방 극복했어.,,
감정/우울감,이거 외에 별다른 증상은 없긴 한데 진짜 너무 우울해서…,,
감정/우울감,대학도 그냥 내 맘대로 가라는데 아 진짜 너무 우울해.,,
감정/우울감,현실적으로 그럴 수 있을 것 같지 않아서 너무 우울해.,,
감정/우울감,가서 우울감이 너무 심하다고 얘기했거든.,,
감정/우울감,이유가 없는데 왜 그러는지도 모르겠고… 이거 때문에 너무 우울해요 요즘.,,
감정/우울감,근데 밤에 자려고 눕거나 시간이 좀 생기면 우울해져.,,
감정/우울감,이런 생각만 계속 들어서 자꾸 정말 우울해져.,,
감정/우울감,평생 남 눈치만 보다가 이렇게 우울해진 건데 내가 왜?,,
감정/우울감,그거 듣고 나니까 더 우울해진 것 같아.,,
감정/우울감,이런 일 있고 나니까 진짜 하루종일 우울해.,,
감정/우울감,그렇게 봄이 지나가면 한순간에 우울해져요.,,
감정/우울감/눈물,"아무 일도 없는데, 우울해서 그냥 펑펑 울고 싶을 때가 있어요. ",눈물을 흘리는 건 나쁜 일이 아니에요. ,
감정/우울감/눈물,내가 너무 바보 같아요. 시도 때도 없이 눈물이 나고 우울해요.,우울하고 슬프시군요. 몸을 움직이는 게 도움이 될 거예요. 춤은 어때요?,
감정/우울감/눈물,한 번 우울해지면 깊게 빠지는 것 같아. 옆에서 누가 뭐라고 하면 감정이 격해지면서 울 것 같아.,눈물이 나면 울어버리세요. 시간이 지나면 아무렇지도 않을 거예요.,
감정/우울감/눈물,이거 나중에 또 어떻게 찌우나 싶고… 우울해서 울고만 싶고…,,
감정/우울감/눈물,하루종일 우울한 생각만 들고 그냥 눈물만 나.,,
감정/우울감/증상재발,근데 대학 들어오니까 또 우울해져가지고…,"한 번 겪어봤으면, 이번엔 더 잘 이겨낼 수 있어요.",
감정/우울감/증상재발,이번에도 그렇게 하루 이틀 지나면 기분이 나아질 거라고 생각했는데…,좋아지는 과정이라고 생각해요. 당신은 또 괜찮아질 거예요.,
감정/우울감/증상재발,우울감이 이렇게 길게 이어진 적이 없어요.,다시 좋아질 때까지 제가 옆에 있을게요.,
감정/우울감/증상재발,우울증이 다시 도진 거 같아.,건강도 좋을 때가 있고 아닐 때가 있잖아요. 금방 다시 좋아질 거예요.,
감정/우울감/증상재발,근데 뭔가 이것도 순간인 것 같아. 어느 순간 또 갑자기 우울해질 때가 있거든.,,
감정/우울감/증상재발,근데 뭔가 이것도 순간인 것 같아. 어느 순간 또 갑자기 우울해질 때가 있거든.,,
감정/우울감/증상지속,내 마음이랑 상관없이 주기적으로 우울증이 오는 것 같아. ,그러셨군요. 병원에는 가보셨나요?,
감정/우울감/증상지속,집에 와서도 계속 생각나고 우울하고 그래요. 한 이틀 가는 것 같아요.,당신이 걱정돼요. 우울한 기분이 너무 길게 이어진다면 전문가에게 상담을 받는 것이 좋아요.,
감정/우울감/증상지속,그 뒤로 우울증이 생긴 것 같아요. 약을 먹어도 그때뿐이고… 잘 안 낫네요.,,
감정/우울감/증상지속,그래서 요즘 계속 우울해요.,,
감정/우울감/증상지속,그래서 대학 들어가기 전까지 계속 우울했던 것 같아요.,,
감정/우울감/증상지속,그 당시에 우울감이 몇 주 정도 지속됐던 거 같아요.,,
감정/우울감/증상지속,2년 전부터 지속적으로 우울했어요.,,
감정/우울감/증상지속,우울한 건 아직도 그래요. 하루종일 우울해요.,,
감정/우울감/증상지속,그래도 우울한 기분은 쉽게 없어지지 않더라구요…,,
감정/의기소침,딱히 잘하는 것도 없는 거 같고… 내세울 것도 없고요.,그 마음 다 이해해요. 그럴 땐 맛있는 음식을 먹으면 조금 나아져요.,
감정/의기소침,"저쪽은 취업을 했는데, 나는 계속 백수니까 주눅드는 것도 있고.",사람마다 각자 맡은 역할이 있다고 생각해요. 잘 맞는 옷을 찾으면 좋아질 거예요.,
감정/의기소침,아무도 날 좋아하지 않는 거 같아요.,너무 기죽지 마세요. 상황이 계속 안 좋게만 흘러가진 않을 거예요.,
감정/의기소침,다 제 잘못이에요.,"낚시를 하듯이 조금 더 먼 곳을 보고, 조금 더 마음을 비우면 편안해질 거예요.",
감정/의기소침,아무도 나를 신경쓰지 않고… 마치 투명인간이 된 기분이야.,,
감정/의기소침,괜히 움츠러들어.,,
감정/의기소침,내가 너무 무능하게 느껴져.,,
감정/의기소침/자격지심,이웃이나 친척들도 이제 취업했냐고 안 물어보더라?,아직 실력발휘가 덜 된 것뿐이에요. 괜찮아요!,
감정/의기소침/자격지심,내 꼴이 그렇게 백수 같은가…,사람마다 속도가 다른 거잖아요. 주변에 너무 신경 쓰지 마세요.,
감정/의기소침/자격지심,이도 저도 못하니까 스스로 좀 한심하다는 생각도 해.,제 눈엔 당신이 늘 1등인 거 아시죠? 너무 처져있지 마세요.,
감정/의기소침/자격지심,스스로에 대한 혐오감? 그런 게 좀 있었어. ,,
감정/의기소침/자격지심,"난 하고 싶은 건 많은데… 쟤처럼 재능이 없구나, 그런 생각도 들고.",,
감정/의욕상실,다른 사람들은 저러고 살아서 행복할까?,가끔 길을 잃을 때가 있죠. 그럴 땐 천천히 쉬어가는 것도 좋은 방법 같아요.,
감정/의욕상실,다들 뭘 바라고 그렇게 열심히 사는지 이해가 안 돼.,아주 작은 일부터 해보는 거예요. 비타민 챙겨먹기부터 해보면 어때요?,
감정/의욕상실,의욕도 안 나고… 세상이 싫고… 그냥 사춘기인 줄 알았거든요.,마음이 잠깐 지쳤나 봐요. 아무 의미 없는 일은 없을 거예요. ,
감정/의욕상실,이거 다니는 게 소용이 있나 싶어요. ,주말에 가까운 곳으로 여행가는 건 어때요? 활력이 생길 거예요.,
감정/의욕상실,항상 시계추처럼 똑딱똑딱… 똑같은 일만 반복하는데 이게 무슨 의미가 있을까. ,,
감정/의욕상실,정말 즐거운 일이 없어요.,,
감정/의욕상실,요즘 부쩍 삶의 의욕이 떨어지는 것 같아.,,
감정/의욕상실,그런데 어느 순간 지긋지긋하더라고요. ,,
감정/의욕상실,그냥 재미가 없네요. 왜 사는 건지 딱히 이유를 찾을 수가 없어요.,,
감정/의욕상실,요즘 일하기도 싫고 살 맛 안 나.,,
감정/의욕상실,그래서 요즘 출근하기도 싫고 의욕도 안 생기고 그렇네요.,,
감정/의욕상실,이러니까 좀처럼 제대로 일할 수가 없고 그러니까 의욕이 없어.,,
감정/의욕상실,누가 나를 좀 대신해줬음 좋겠다…,,
감정/의욕상실,"친구들은 토익을 딴다고 하고, 여행도 가고, 남자친구도 사귀는데… 저는 아무것도 하고 싶지 않은 거예요.",,
감정/의욕상실,의욕이 하나도 안 생겨요.,,
